CompanyName,WineNameVintage,StandName,Lond,product_ref,Note,,SONETTO VINTAGE 10.9.12,SUPPLIER VINTAGE,DAVENTRY VINT CHECK 14.6.12,STOCK 24.8.12,920 Stock 02/08/2012,"On Order
As at 02.08.12",,f10,Stock in Brackmills,Stock on order,FAIR VINTAGE,P9 Promotion,"P9 Was
MB Price","P9 Now
MB Price",P9 Start Date,P9 End Date,"Web Bottle Price
XX.XX.11",New Listing Y_N,On Prom Y_N,Wine By the Case EXC,STILL_ SPK,ORGANIC_ FAIR TRADE_ VEGETARIAN,PRODUCER,COUNTRY,REGION,GRAPE 1,GRAPE 2,GRAPE 3,EXCLUSIVES TO MAIN ESTATE,NORMAL TESCO IN STORE RSP (From CUBE),NORMAL TESCO IN STORE RSP (From P9 Prom),AVAILABLE INSTORE (Y/N),TWC Normal Bott Price,TWC Price / (5%) or Prom Price,TWCF Show Bot Price (15%),TWCF Show Case Price (15%),Jay Was (Hide),Jay Was Roundown,Jay Now (Hide),Jay Now Rounddown,Jay Case,Stock 07/09/2012,Stock 10/09/2012,Case Size,Number of Fairs,ROS per Fair,Total Fair ROS,% Top Up,Min Cs Stk Required,Total Stk Value Required,Stock as of Wed 02_09 AM,Var to Min Req,Karla's Comments,Brandbank EAN _ Image URL,Brandbank Image Live,Brandbank Comment,Finest,NFS 17/10/2011,Stock 7:01 17.10.11,BWS Stock 17.10.11,BWS Held 17.10.11,BWS Orders 17.10.11,,Stock 7:01 19.10.11,BWS Stock 19.10.11,BWS Held 19.10.11,BWS Orders 19.10.11,Nick Exclusive Report,NFS,,
Grupo Codorníu,Codorníu Blanc de Noirs Reserva 2008,Codorníu,L32,72389524,,Codorníu Blanc de Noirs Reserva,2008,,2008,0,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072389524&id=274842586,,,,,,,,,,,x,,Online,,,Codorníu,Spain,D.O. Cava,Pinot Noir,Chardonnay,,,,Exclusive to Dot Com,N,£15.00 ,£10.00 ,£8.50 ,£51.00 ,15,15,11.25,11.25,67.5,0,10,6,,,,,,,,,,,,,,,,,,,,,,,,72389524,0,,
E&J Gallo Winery,Gallo Family Vineyards Cabernet 2010/2011,Gallo Family Vineyards,L33,51437984,,Gallo Family Vineyards Cabernet,2010,2011,20102011,486,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=051437984&id=257223204,,,,,,,,,,,,,,,,E&J Gallo Winery,USA,California,Cabernet Sauvignon,,,#N/A,6.79,,,£6.79 ,,£5.77 ,£34.63 ,6.79,6.79,5.0925,5.09,30.54,39,77,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
E&J Gallo Winery,Gallo Family Vineyards Merlot Rosé NV,Gallo Family Vineyards,L33,67722345,,Gallo Family Vineyards Merlot Rosé,0,0,0,0,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067722345&id=268464950,,,,,,,,,,,,,,,,E&J Gallo Winery,USA,California,Merlot,,,#N/A,6.79,,,£6.59 ,,£5.60 ,£33.61 ,6.59,6.59,4.9425,4.94,29.64,48,104,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
E&J Gallo Winery,Gallo Family Vineyards Moscato  2011,Gallo Family Vineyards,L33,71816839,,Gallo Family Vineyards Moscato ,2011,2011,2011,0,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071816839&id=273679821,,,,,71816839,6.79,5,09/03/2012,10/02/2012,,,,,,,E&J Gallo Winery,USA,California,Moscato,,,#N/A,6.79,6.79,,£6.79 ,£5.00 ,£4.25 ,£25.50 ,6.79,6.79,3.75,3.75,22.5,79,150,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
E&J Gallo Winery,Gallo Family Vineyards Pinot Grigio 2011,Gallo Family Vineyards,L33,63822436,,Gallo Family Vineyards Pinot Grigio,2011,2011,2011,12,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=063822436&id=264456782,,,,,,,,,,,,,,,,E&J Gallo Winery,USA,California,Pinot Grigio,,,#N/A,6.79,,,£6.79 ,,£5.77 ,£34.63 ,6.79,6.79,5.0925,5.09,30.54,5,9,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,1,,
E&J Gallo Winery,Gallo Family Vineyards Summer Red NV,Gallo Family Vineyards,L33,67708927,,Gallo Family Vineyards Summer Red,0,0,0,1410,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067708927&id=268450269,,,,,67708927,6.79,5,09/03/2012,10/02/2012,,,,,,,E&J Gallo Winery,USA,California,Tempranillo,Pinot Noir,Syrah,#N/A,6.79,6.79,,£6.79 ,,£5.77 ,£34.63 ,6.79,6.79,5.0925,5.09,30.54,76.5,139,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
E&J Gallo Winery,Gallo Family Vineyards White Grenache 2011,Gallo Family Vineyards,L33,50990778,,Gallo Family Vineyards White Grenache,2011,2011,2011,612,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=050990778&id=255244856,,,,,,,,,,,,,,,,E&J Gallo Winery,USA,California,Grenache,,,#N/A,6.79,,,£6.59 ,,£5.60 ,£33.61 ,6.59,6.59,4.9425,4.94,29.64,45.5,91,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Percy Fox,Blossom Hill Reserve Chardonnay 2010,Blossom Hill,L34,54091471,,Blossom Hill Reserve Chardonnay,2010,,2010,138,,128,http://www.tesco.com/wine/product/details/default.aspx?searchBox=054091471&id=251819707,,,,,54091471,6.39,5,09/03/2012,10/02/2012,,,x,,,,Blossom Hill,USA,California,Chardonnay,,,#N/A,6.99,6.29,,£6.39 ,£5.00 ,£4.25 ,£25.50 ,6.39,6.39,3.75,3.75,22.5,261,519,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Percy Fox,Blossom Hill Reserve Sparkling Zinfandel NV,Blossom Hill,L34,61272293,,Blossom Hill Reserve Sparkling Zinfandel,0,,0,882,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=061272293&id=259305617,,,,,,,,,,,,x,,,,Blossom Hill,Italy,Puglia,Zinfandel,,,#N/A,8.29,,,£8.29 ,,£7.05 ,£42.28 ,8.29,8.29,6.2175,6.21,37.26,71,139,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Percy Fox,Blossom Hill Reserve White Zinfandel 2011,Blossom Hill,L34,54176129,,Blossom Hill Reserve White Zinfandel,2011,,2011,1866,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=054176129&id=252239257,,,,,,,,,,,,x,,,,Blossom Hill,USA,California,Zinfandel,,,#N/A,6.29,,,£6.29 ,,£5.35 ,£32.08 ,6.29,6.29,4.7175,4.71,28.26,149.5,295,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Percy Fox,Blossom Hill Vineyard Collection Red NV,Blossom Hill,L34,67553464,,Blossom Hill Vineyard Collection Red,0,,0,774,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067553464&id=268284765,,,,,,,,,,,,x,,,,Blossom Hill,USA,California,Cabernet Sauvignon,Carignan,"Merlot, Shiraz",#N/A,5.79,,,£5.79 ,,£4.92 ,£29.53 ,5.79,5.79,4.3425,4.34,26.04,94.5,182,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Percy Fox,Blossom Hill Vineyard Collection White NV,Blossom Hill,L34,67684546,,Blossom Hill Vineyard Collection White,0,,0,312,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=067684546&id=268425029,,,,,,,,,,,,x,,,,Blossom Hill,USA,California,Chardonnay,Chenin Blanc,Colombard,#N/A,5.79,,,£5.79 ,,£4.92 ,£29.53 ,5.79,5.79,4.3425,4.34,26.04,12.5,24,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Percy Fox,Blossom Hill Winemakers Reserve Merlot  2010,Blossom Hill,L34,57022503,,Blossom Hill Winemakers Reserve Merlot ,2010,,2010,1566,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=057022503&id=254103403,,,,,57022503,6.39,5,09/03/2012,10/02/2012,,,x,,,,Blossom Hill,USA,California,Merlot,,,#N/A,6.99,6.29,,£6.39 ,£5.00 ,£4.25 ,£25.50 ,6.39,6.39,3.75,3.75,22.5,120,221,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Pernod Ricard UK,"Brancott Estate ""B"" Sauvignon Blanc 2010",Premium Wine Brands,L35,62347169,,"Brancott Estate ""B"" Sauvignon Blanc",2010,2010,2010,1284,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=062347169&id=263627196,,,,,,,,,,,,x,,,,Brancott Estate,New Zealand,Marlborough,Sauvignon Blanc,,,#N/A,0,Exclusive to Dot Com,N,£12.99 ,£9.99 ,£8.49 ,£50.95 ,12.99,12.99,7.4925,7.49,44.94,107.5,213,6,,,,,,,,,,,,,,,,,,,,,,,,62347169,0,,
Pernod Ricard UK,Brancott Estate Sauvignon Blanc 2011,Premium Wine Brands,L35,50736332,,Brancott Estate Sauvignon Blanc,2011,2011,2011,1698,3879,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=050736332&id=255244712,,,,,50736332,9.29,6,09/03/2012,10/02/2012,,,x,,,,Brancott Estate,New Zealand,Marlborough,Sauvignon Blanc,,,#N/A,9.29,,,£9.29 ,£6.00 ,£5.10 ,£30.60 ,9.29,9.29,4.5,4.5,27,924.5,1524,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Pernod Ricard UK,Campo Viejo Rioja Reserva 2007,Premium Wine Brands,L35,50253534,,Campo Viejo Rioja Reserva,2007,2007,2007,828,1135,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=050253534&id=257863212,,,,,,,,,,,,x,,,,Campo Viejo,Spain,Rioja,Tempranillo,Graciano,Mazuelo,#N/A,10.79,,,£9.99 ,£6.99 ,£5.94 ,£35.65 ,9.99,9.99,5.2425,5.24,31.44,67,97,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Pernod Ricard UK,Campo Viejo Rioja Tempranillo 2010,Premium Wine Brands,L35,54930308,,Campo Viejo Rioja Tempranillo,2010,2010,2010,540,7868,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=054930308&id=250218971,,,,,54930308,8.29,5,09/03/2012,10/02/2012,,,x,,,,Campo Viejo,Spain,Rioja,Tempranillo,,,#N/A,8.29,,,£8.29 ,£5.00 ,£4.25 ,£25.50 ,8.29,8.29,3.75,3.75,22.5,639,858,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,j
Pernod Ricard UK,Jacob's Creek Reserve Sauvignon Blanc 2010/2011,Premium Wine Brands,L35,64404617,,Jacob's Creek Reserve Sauvignon Blanc,2011,2011,2011,624,89,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=064404617&id=265058572,,,,,,,,,,,,x,,,,Jacob's Creek,Australia,Adelaide Hills,Sauvignon Blanc,,,#N/A,9.99,,,£9.49 ,£6.49 ,£5.52 ,£33.10 ,9.49,9.49,4.8675,4.86,29.16,102,200,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Pernod Ricard UK,Jacob’s Creek Reserve Shiraz 2009,Premium Wine Brands,L35,61304844,,Jacob’s Creek Reserve Shiraz,2009,2009,2009,798,59,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=061304844&id=262558215,,,,,,,,,,,,x,,,,Jacob's Creek,Australia,Barossa,Shiraz,,,#N/A,9.99,,,£9.99 ,£6.99 ,£5.94 ,£35.65 ,9.99,9.99,5.2425,5.24,31.44,56.5,95,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Pernod Ricard UK,Brancott Estate Sauvignon Blanc Brut NV,"Sparkling, Light & Fresh",L36,70636604,,Brancott Estate Sauvignon Blanc Brut,0,0,0,24,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=070636604&id=271279883,,,,,,,,,,,,x,,,,Brancott Estate,New Zealand,Marlborough,Sauvignon Blanc,,,#N/A,0,Exclusive to Dot Com,N,£9.99 ,£6.99 ,£5.94 ,£35.65 ,9.99,9.99,6.99,6.99,41.94,132,230,6,,,,,,,,,,,,,,,,,,,,,,,,70636604,0,,
Pernod Ricard UK,Jacob's Creek Cool Harvest Rosé 2011/2012,"Sparkling, Light & Fresh",L36,71114316,,Jacob's Creek Cool Harvest Rosé,2011,2012,20112012,804,3680,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071114316&id=272308192,,,,,71114316,8.49,6,09/03/2012,10/02/2012,,,x,,,,Jacob's Creek,Australia,South Australia,Shiraz,,,#N/A,8.49,,,£8.06 ,£5.70 ,£4.85 ,£29.07 ,8.06,8.06,4.275,4.27,25.62,60.5,114,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Pernod Ricard UK,Jacob's Creek Cool Harvest S.Blanc 2011/2012,"Sparkling, Light & Fresh",L36,71114282,,Jacob's Creek Cool Harvest Sauvignon Blanc,2012,2012,2012,0,312,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071114282&id=272308105,,,,,71114282,8.49,6,09/03/2012,10/02/2012,,,x,,,,Jacob's Creek,Australia,South Australia,Sauvignon Blanc,,,#N/A,8.49,,,£8.06 ,£5.70 ,£4.85 ,£29.07 ,8.06,8.06,4.275,4.27,25.62,127.5,240,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Pernod Ricard UK,Jacob's Creek Cool Harvest Vermentino 2011,"Sparkling, Light & Fresh",L36,71114397,,Jacob's Creek Cool Harvest Vermentino,2011,2011,2011,774,1362,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071114397&id=272308376,,,,,71114397,8.49,6,09/03/2012,10/02/2012,,,x,,,,Jacob's Creek,Australia,South Australia,Vermentino,,,#N/A,8.49,,,£8.06 ,£5.70 ,£4.85 ,£29.07 ,8.06,8.06,4.275,4.27,25.62,56.5,95,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Pernod Ricard UK,Jacob's Creek Sparkling Shiraz NV,"Sparkling, Light & Fresh",L36,62226065,,Jacob's Creek Sparkling Shiraz,0,0,0,738,486,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=062226065&id=263503325,,,,,62226065,,,,,,,x,,,,Jacob's Creek,Australia,South Australia,Shiraz,,,#N/A,9.99,,,£9.49 ,£7.49 ,£6.37 ,£38.20 ,9.49,9.49,5.6175,5.61,33.66,61.5,110,6,,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Pernod Ricard UK,Jacobs Creek Cool Harvest S.Blanc Sparkling NV,"Sparkling, Light & Fresh",L36,72548890,,Jacobs Creek Cool Harvest S.Blanc Sparkling,0,0,0,0,312,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072548890&id=275157727,,,,,,,,,,,x,x,,,,Jacob's Creek,Australia,South Australia,Sauvignon Blanc,,,#N/A,0,Exclusive to Dot Com,N,£10.50 ,£8.00 ,£6.80 ,£40.80 ,10.5,10.5,7.875,7.87,47.22,175.5,351,6,,,,,,,,,,,,,,,,,,,,,,,,72548890,0,,
Guy Anderson Wines,Gran Familia Clasica Valdepeñas Reserva 2007,Guy Anderson Wines,L37,71355514,,Gran Familia Clasica Valdepeñas Reserva,2007,2007,2007,5742,392,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071355514&id=272795425,,,,,71355514,10.99,4.99,09/03/2012,10/02/2012,,,,,,,Bodegas Navalon,Spain,Valdepeñas,Tempranillo,,,#N/A,10.99,10.99,,£10.44 ,£4.74 ,£4.03 ,£24.17 ,10.44,10.44,3.555,3.55,21.3,619.5,1148,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,j
Guy Anderson Wines,Gran Familia Las Primas Airen Verdejo 2011,Guy Anderson Wines,L37,71355641,,Gran Familia Las Primas Airen Verdejo,2011,2011,2011,3276,33,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071355641&id=272795759,,,,,,,,,,,,,,,,Bodegas Navalon,Spain,Castilla,Airen,Verdejo,,#N/A,7.99,,,£7.99 ,£3.99 ,£3.39 ,£20.35 ,7.99,7.99,5.9925,5.99,35.94,273,546,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,j
Guy Anderson Wines,Gran Familia Las Primas Tempranillo 2011,Guy Anderson Wines,L37,71355566,,Gran Familia Las Primas Tempranillo,2011,2011,2011,486,4039,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071355566&id=272795517,,,,,,,,,,,,,,,,Bodegas Navalon,Spain,Castilla,Tempranillo,,,#N/A,7.99,,,£7.99 ,£3.99 ,£3.39 ,£20.35 ,7.99,7.99,5.9925,5.99,35.94,40,80,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,j
Guy Anderson Wines,Gran Familia Las Primas Tempranillo Rosado 2011,Guy Anderson Wines,L37,71355612,,Gran Familia Las Primas Tempranillo Rosado,2011,2011,2011,1122,10487,70,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071355612&id=272795638,,,,,,,,,,,,,,,,Bodegas Navalon,Spain,Castilla,Tempranillo,,,#N/A,7.99,,,£7.99 ,£3.99 ,£3.39 ,£20.35 ,7.99,7.99,5.9925,5.99,35.94,93,186,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,j
Guy Anderson Wines,Gran Familia Rioja NV,Guy Anderson Wines,L37,60515417,,Gran Familia Rioja,0,,0,1128,5985,100,http://www.tesco.com/wine/product/details/default.aspx?searchBox=060515417&id=261749826,,,,,,,,,,,,,,,,Bodegas Castillo de Fuenmayor,Spain,Rioja,Tempranillo,Graciano,,#N/A,6.79,,,£5.39 ,,£4.58 ,£27.49 ,5.39,5.39,4.0425,4.04,24.24,67.5,122,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Guy Anderson Wines,Piggy Bank Tempranillo 2011,Guy Anderson Wines,L37,72367838,,Piggy Bank Tempranillo,2011,2011,2011,0,,720,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072367838&id=274814741,,,,,,,,,,,x,,,,,Bodegas San Marcos ,Spain,Extremadura,Tempranillo,,,#N/A,0,Exclusive to Dot Com,N,£6.50 ,,£5.53 ,£33.15 ,6.5,6.5,4.875,4.87,29.22,360,719,6,5,,,,,,,,,,,,,,,,,,,,,,,72367838,0,,
Winery Exchange,Ogio Chardonnay 2011,Ogio,L38,71323489,,Ogio Chardonnay,2011,2011,2011,708,9972,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071323489&id=272702548,,,,,,,,,,,,,,,,Casa Vinicola Botter Carlo & C. S.p.A.,Italy,,Chardonnay,,,#N/A,7.99,,,£9.99 ,,£8.49 ,£50.95 ,9.99,9.99,7.4925,7.49,44.94,59,118,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Winery Exchange,Ogio Merlot 2011,Ogio,L38,71324281,,Ogio Merlot,2011,2011,2011,738,7631,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071324281&id=272706233,,,,,,,,,,,,,,,,Casa Vinicola Botter Carlo & C. S.p.A.,Italy,,Merlot,,,#N/A,7.99,,,£9.99 ,,£8.49 ,£50.95 ,9.99,9.99,7.4925,7.49,44.94,61.5,121,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Winery Exchange,Ogio Pinot Grigio 2011,Ogio,L38,59609832,,Ogio Pinot Grigio,2011,2011,2011,2076,4094,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=059609832&id=260928305,,,,,59609832,9.99,4,5th - 11th september,,,,,,,,Casa Vinicola Botter Carlo & C. S.p.A.,Italy,Veneto,Pinot Grigio,,,#N/A,9.99,9.99,,£9.99 ,£4.99 ,£4.24 ,£25.45 ,9.99,9.99,3.7425,3.74,22.44,594.5,755,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,j
Winery Exchange,Ogio Pinot Grigio Rosé 2011,Ogio,L38,66557421,,Ogio Pinot Grigio Rosé,2011,,2011,1164,,,http://www.tesco.com/wine/product/details/default.aspx?searchBox=066557421&id=267268458,,,,,,,,,,,,,,,,Casa Vinicola Botter Carlo & C. S.p.A.,Italy,Sicily,Pinot Grigio,Merlot,,,,,,£9.99 ,£4.99 ,£4.24 ,£25.45 ,9.99,9.99,3.7425,3.74,22.44,336,601,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,j
Winery Exchange,Ogio Primitivo 2011,Ogio,L38,61238611,,Ogio Primitivo,2011,2011,2011,1104,2114,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=061238611&id=262489849,,,,,61238611,9.99,4,5th - 11th september,,,,,,,,Casa Vinicola Botter Carlo & C. S.p.A.,Italy,Puglia,Primitivo,,,#N/A,9.99,9.99,,£9.99 ,£4.99 ,£4.24 ,£25.45 ,9.99,9.99,3.7425,3.74,22.44,492,944,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,j
Winery Exchange,Ogio Zinfandel Rosé 2011,Ogio,L38,62402346,,Ogio Zinfandel Rosé,2011,2011,2011,-6,6248,150,http://www.tesco.com/wine/product/details/default.aspx?searchBox=062402346&id=263683289,,,,,,,,,,,,,,,,Casa Vinicola Botter Carlo & C. S.p.A.,Italy,Puglia,Zinfandel,,,#N/A,9.99,,,£9.99 ,,£8.49 ,£50.95 ,9.99,9.99,7.4925,7.49,44.94,79,156,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Enotria Winecellars Ltd,Brunello Di Montalcino Casa Di Baldassi 2004,Enotria World Wines,L39,70551623,,Brunello Di Montalcino Casa Di Baldassi,2004,2004,2004,4056,526,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=070551623&id=271096217,,,,,,,,,,,,X,WBTC,,,Rendola,Italy,Brunello di Montalcino,Sangiovese di Toscana,,,#N/A,,Exclusive to Dot Com,N,£20.00 ,£15.00 ,£12.75 ,£76.50 ,20,20,12,12,72,219,432,6,5,,,,,,,,,,,,,,,,,,,,,,,70551623,0,,
Enotria Winecellars Ltd,Castillo de la Cruz Valdepeñas Gran Reserva 2004,Enotria World Wines,L39,71322818,,Castillo de la Cruz Valdepeñas Gran Reserva ,2004,2004,2004,1656,1871,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071322818&id=272701025,,,,,,,,,,,,,,,,Bodegas Fernando Castro,Spain,Valdepeñas,Tempranillo,,,#N/A,11.99,,,£11.99 ,,£10.19 ,£61.15 ,11.99,11.99,8.9925,8.99,53.94,138,276,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Enotria Winecellars Ltd,Jacquart Brut Champagne NV,Enotria World Wines,L39,71841704,,Jacquart Brut Champagne,0,0,0,5310,0,617,http://www.tesco.com/wine/product/details/default.aspx?searchBox=071841704&id=273723619,,,,,,,,,,,,X,WBTC,,,Champagne Jacquart,France,Champagne,Chardonnay,Pinot Noir,Pinot Meunier,#N/A,,Exclusive to Dot Com,N,£25.00 ,£16.66 ,£14.16 ,£84.97 ,25,25,16.66,16.66,99.96,362,707,6,5,,,,,,,,,,,,,,,,,,,,,,,71841704,0,,
Enotria Winecellars Ltd,Sagrato Chianti Riserva 2009,Enotria World Wines,L39,72381757,,Sagrato Chianti Riserva,2009,2009,2009,4188,,700,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072381757&id=274819678,,,,,,,,,,,X,,,,,Cecchi,Italy,Chianti,Sangiovese ,,,#N/A,,Exclusive to Dot Com,N,£10.00 ,,£8.50 ,£51.00 ,10,10,7.5,7.5,45,348,695,6,5,,,,,,,,,,,,,,,,,,,,,,,72381757,0,,
Enotria Winecellars Ltd,Santa Ana La Mascota Cabernet Sauvignon 2009,Enotria World Wines,L39,72091098,,Santa Ana La Mascota Cabernet Sauvignon,2009,2009,2009,1104,685,500,http://www.tesco.com/wine/product/details/default.aspx?searchBox=072091098&id=274261259,,,,,,,,,,,,,WBTC,,,Bodegas Santa Ana,Argentina,Mendoza,Cabernet Sauvignon,,,2308612,,,,£9.99 ,,£8.49 ,£50.95 ,9.99,9.99,7.4925,7.49,44.94,90,178,6,5,,,,,,,,,,,,,,,,,,,,,,,#N/A,0,,
Enotria Winecellars Ltd,Tesco Finest* Fiano 2010,Enotria World Wines,L39,60298120,,Tesco Finest*  Fiano,2010,,2010,714,,,http://www.tesco.com/wine/product/details/default.aspx?searchBox=060298120&id=261527686,,,,,,,,,,,,,,,,Cantine Settesoli,Italy,Sicily,Fiano,,,,,,,£6.99 ,,£5.94 ,£35.65 ,6.99,6.99,5.2425,5.24,31.44,56,110,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Tesco Wine by the case,Blason de Bourgogne Mâcon Villages 2010,Tesco Wine by the case,L4,70615013,,Blason de Bourgogne Mâcon Villages,2010,,2010,2778,511,100,http://www.tesco.com/wine/product/details/default.aspx?searchBox=070615013&id=271226007,,,,,,,,,,,,,,,,Blason de Bourgogne,France,Burgundy,Chardonnay,,,,,Exclusive to Dot Com,N,£10.00 ,£7.50 ,£6.38 ,£38.25 ,10,10,7.5,7.5,45,97.5,180,6,,,,,,,,,,,,,,,,,,,,,,,,70615013,0,,
Tesco Wine by the case,Jean Claude Fromont Chablis Premier Cru 2010,Tesco Wine by the case,L4,65864525,,Jean Claude Fromont Chablis Premier Cru,2010,,2010,7380,,980,http://www.tesco.com/wine/product/details/default.aspx?searchBox=065864525&id=266556996,,,,,,,,,,,,,,,,Jean Claude Fromont,France,Burgundy,Chardonnay,,,,,Exclusive to Dot Com,N,£18.00 ,£11.00 ,£9.35 ,£56.10 ,18,18,11,11,66,518.5,1004,6,,,,,,,,,,,,,,,,,,,,,,,,65864525,0,,j
Tesco Wine by the case,Old Renwick Road Sauvignon Blanc 2011,Tesco Wine by the case,L4,66241944,,Old Renwick Road Sauvignon Blanc,2011,,2011,17250,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=066241944&id=266941734,,,,,,,,,,,,,,,,PLB Wines Ltd,New Zealand,Marlborough,Sauvignon Blanc,,,,,Exclusive to Dot Com,N,£15.00 ,,£12.75 ,£76.50 ,15,15,11.25,11.25,67.5,1159.5,2318,6,,,,,,,,,,,,,,,,,,,,,,,,66241944,0,,
Tesco Wine by the case,Châteauneuf du Pape Blanc 2009,Tesco Wine by the case,L4,62385440,,Châteauneuf du Pape Blanc,2009,,2009,1434,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=062385440&id=263665933,,,,,,,,,,,,,,,,Le Cellier des Princes,France,Rhône,Grenache Blanc,,,,,Exclusive to Dot Com,N,£20.00 ,,£17.00 ,£102.00 ,20,20,15,15,90,36,68,6,,,,,,,,,,,,,,,,,,,,,,,,62385440,0,,
Tesco Wine by the case,Storks Landing Fernão Pires Chardonnay 2011,Tesco Wine by the case,L4,70551963,,Storks Landing Fernão Pires Chardonnay,2011,,2011,1008,,0,http://www.tesco.com/wine/product/details/default.aspx?searchBox=070551963&id=271096914,,,,,,,,,,,,,,,,DFJ Vinhos,Portugal,Estremadura,Chardonnay,Fernao Pires,,,,Exclusive to Dot Com,N,£9.00 ,,£7.65 ,£45.90 ,9,9,6.75,6.75,40.5,82.5,165,6,,,,,,,,,,,,,,,,,,,,,,,,70551963,0,,
Australian Wine Agencies,Tim Adams Pinot Gris 2009/2010,Tim Adams,L40,61571077,,Tim Adams Pinot Gris,2009,,20092010,90,,700,http://www.tesco.com/wine/product/details/default.aspx?searchBox=061571077&id=259357002,,,,,,,,,,,,,,,,Tim Adams Wines,Australia,Clare Valley,Pinot Gris,,,#N/A,11,,,£11.00 ,,£9.35 ,£56.10 ,11,11,8.25,8.25,49.5,7,13,6,5,,,,,,,,,,,,,,,,,,,,,,,61571077,0,,
